CRI,Carter&#39;s Inc,NYSE,4210729938.7
CTLT,Catalent Inc,NYSE,6148612636.22
CAT,Caterpillar Inc,NYSE,75597538636.3
CBRE,CBRE Group Inc,NYSE,17074694327.18
CBS,CBS Corporation,NYSE,18279258866.83
CE,Celanese Corporation,NYSE,12781829674.26
CX,Cemex SAB de CV,NYSE,6994649781.85
CVE,Cenovus Energy Inc,NYSE,10087615235.07
CNC,Centene Corporation,NYSE,23368916805.92
CNP,CenterPoint Energy Inc,NYSE,15051225309.12
EBR,Centrais Electricas Brasileiras SA- Eletrobras,NYSE,11970809333.55
CTL,CenturyLink Inc,NYSE,13292109021
CDAY,Ceridian HCM Holding Inc,NYSE,6723961834.8
CF,CF Industries Holdings Inc,NYSE,8980260541.53
GIB,CGI Inc,NYSE,16148392615.8
CRL,Charles River Laboratories International Inc,NYSE,6652821257.85
CHGG,Chegg Inc,NYSE,4572292625.72
CHE,Chemed Corp,NYSE,5156853788.24
CC,Chemours Company (The),NYSE,6352417224.09
CHK,Chesapeake Energy Corporation,NYSE,4454608608.45
CVX,Chevron Corporation,NYSE,231085632871.2
CIM,Chimera Investment Corporation,NYSE,3499769039.16
CEA,China Eastern Airlines Corporation Ltd,NYSE,8663190287.22
LFC,China Life Insurance Company Limited,NYSE,73940468280
CHL,China Mobile (Hong Kong) Ltd,NYSE,212371708586.94
SNP,China Petroleum & Chemical Corporation,NYSE,99181534904.32
ZNH,China Southern Airlines Company Limited,NYSE,9379479902.35
CHA,China Telecom Corp Ltd,NYSE,42416461200
CHU,China Unicom (Hong Kong) Ltd,NYSE,35891454000
CMG,Chipotle Mexican Grill Inc,NYSE,17050280398.8
CHH,Choice Hotels International Inc,NYSE,4391065647.3
CB,Chubb Limited,NYSE,60671300821.32
CHT,Chunghwa Telecom Co Ltd,NYSE,26926098537
CHD,Church & Dwight Company Inc,NYSE,16143404982.9
CIEN,Ciena Corporation,NYSE,6098675552.1
CI,Cigna Corporation,NYSE,62120088497.46
XEC,Cimarex Energy Co,NYSE,6539129300.42
CNK,Cinemark Holdings Inc,NYSE,4555599116.04
CIT,CIT Group Inc (DEL),NYSE,4930567798.72
C,Citigroup Inc,NYSE,145935561380.54
CFG,Citizens Financial Group Inc,NYSE,16003156608.56
CLH,Clean Harbors Inc,NYSE,3776924702.04
CLX,Clorox Company (The),NYSE,20228169732.87
CLDR,Cloudera Inc,NYSE,3644437122.72
CMS,CMS Energy Corporation,NYSE,15484981737.2
CNA,CNA Financial Corporation,NYSE,11694906232.32
CNHI,CNH Industrial NV,NYSE,13971545806.56
KOF,Coca Cola Femsa SAB de CV,NYSE,12508163200
KO,Coca-Cola Company (The),NYSE,191706246990.04
CCEP,Coca-Cola European Partners plc,NYSE,22667620958.76
CL,Colgate-Palmolive Company,NYSE,56310558882.9
CMA,Comerica Incorporated,NYSE,13271772903.58
CIG,Comp En De Mn Cemig ADS,NYSE,5336982291.78
CBD,Companhia Brasileira de Distribuicao,NYSE,6345376809.8
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,NYSE,6930790071.66
CCU,Compania Cervecerias Unidas SA,NYSE,5241398239.32
CAG,ConAgra Brands Inc,NYSE,10912375425.42
CXO,Concho Resources Inc,NYSE,20115589584.96
COP,ConocoPhillips,NYSE,74224059870.42
ED,Consolidated Edison Inc,NYSE,26912686880.64
STZ,Constellation Brands Inc,NYSE,31555608939.19
CLR,Continental Resources Inc,NYSE,15002995507.5
CPA,Copa Holdings SA,NYSE,3493774069.2
COR,CoreSite Realty Corporation,NYSE,3715286616.11
GLW,Corning Incorporated,NYSE,26592524267.4
COTY,Coty Inc,NYSE,8263825669
CUZ,Cousins Properties Incorporated,NYSE,4069146781.04
CPL,CPFL Energia SA,NYSE,7944824592.53
CR,Crane Co,NYSE,4883480979.3
BAP,Credicorp Ltd,NYSE,18792489210
CS,Credit Suisse Group,NYSE,29990320745.25
CRH,CRH PLC,NYSE,25191897474.6
CCI,Crown Castle International Corporation,NYSE,50267151486.72
CCK,Crown Holdings Inc,NYSE,7392166202.7
CUBE,CubeSmart,NYSE,5727101722.2
CFR,Cullen/Frost Bankers Inc,NYSE,6374168777.58
CMI,Cummins Inc,NYSE,24319869754.18
CW,Curtiss-Wright Corporation,NYSE,4902366091.05
CWK,Cushman & Wakefield plc,NYSE,3872808000
CVI,CVR Energy Inc,NYSE,3870428061.5
CVS,CVS Health Corporation,NYSE,68654558993.45
DHI,DR Horton Inc,NYSE,15086294048
DHR,Danaher Corporation,NYSE,89275476513.6
DRI,Darden Restaurants Inc,NYSE,13294517048.28
DAR,Darling Ingredients Inc,NYSE,3454601941.5
DVA,DaVita Inc,NYSE,8311680000
DCP,DCP Midstream LP,NYSE,4392676103.2
DECK,Deckers Outdoor Corporation,NYSE,4107760617.88
DE,Deere & Company,NYSE,50643647777.77
DELL,Dell Technologies Inc,NYSE,37610051571.75
DAL,Delta Air Lines Inc,NYSE,33669135359.82
DB,Deutsche Bank AG,NYSE,17840736000
DVN,Devon Energy Corporation,NYSE,11706993000
DEO,Diageo plc,NYSE,95823724575.88
DKS,Dick&#39;s Sporting Goods Inc,NYSE,3720764992.1
DLR,Digital Realty Trust Inc,NYSE,23274192065.58
DFS,Discover Financial Services,NYSE,22947660639.36
DLB,Dolby Laboratories,NYSE,6577731559.7
DG,Dollar General Corporation,NYSE,31206998933.01
D,Dominion Energy Inc,NYSE,60532055202.67
DPZ,Domino&#39;s Pizza Inc,NYSE,10281517166.08
DCI,Donaldson Company Inc,NYSE,6173318071.08
DEI,Douglas Emmett Inc,NYSE,6689756904.6
DOV,Dover Corporation,NYSE,12938849147.4
DWDP,DowDuPont Inc,NYSE,123290389331.44
RDY,Dr Reddy&#39;s Laboratories Ltd,NYSE,6223021725.76
DTE,DTE Energy Company,NYSE,22412997992
DUK,Duke Energy Corporation,NYSE,65576381556.4
DRE,Duke Realty Corporation,NYSE,10737791024.66
DXC,DXC Technology Company,NYSE,17220327493.53
EXP,Eagle Materials Inc,NYSE,3627824632.64
EGP,EastGroup Properties Inc,NYSE,3898910149.12
EMN,Eastman Chemical Company,NYSE,11039613681.36
ETN,Eaton Corporation PLC,NYSE,33625368000
EV,Eaton Vance Corporation,NYSE,4598073773.28
ECL,Ecolab Inc,NYSE,48984203427.64
EC,Ecopetrol SA,NYSE,40664411038.52
EIX,Edison International,NYSE,20216585332.3
EW,Edwards Lifesciences Corporation,NYSE,35166528846.54
ELAN,Elanco Animal Health Incorporated,NYSE,10749930983.4
ESTC,Elastic NV,NYSE,6019171779.9
LLY,Eli Lilly and Company,NYSE,131187531805.4
ELLI,Ellie Mae Inc,NYSE,3461131117.26
ERJ,Embraer SA,NYSE,3649298078.7
EME,EMCOR Group Inc,NYSE,3942792917.07
EMR,Emerson Electric Company,NYSE,40933682609.4
ESRT,Empire State Realty Trust Inc,NYSE,4804684885.44
ENBL,Enable Midstream Partners LP,NYSE,6390402100
ENB,Enbridge Inc,NYSE,72658148337.33
ECA,Encana Corporation,NYSE,9961895665.8
EHC,Encompass Health Corporation,NYSE,5830828357.9
ENIA,Enel Americas SA,NYSE,10218535681.32
ENIC,Enel Chile SA,NYSE,7209783197.84
ET,Energy Transfer LP,NYSE,38819380355.34
E,ENI SpA,NYSE,61272364663.8
ENLC,EnLink Midstream LLC,NYSE,6140134181.25
ETR,Entergy Corporation,NYSE,17534301554.88
EPD,Enterprise Products Partners LP,NYSE,61267309708.5
EOG,EOG Resources Inc,NYSE,50139800769
EPAM,EPAM Systems Inc,NYSE,8726902679.52
EPR,EPR Properties,NYSE,5548260088.17
EQM,EQM Midstream Partners LP,NYSE,8437301812.1
EQT,EQT Corporation,NYSE,4677430320
EFX,Equifax Inc,NYSE,13099558844.64
EQNR,Equinor ASA,NYSE,72324910123.05
ETRN,Equitrans Midstream Corporation,NYSE,4752324990
EQC,Equity Commonwealth,NYSE,4004637355.74
ELS,Equity Lifestyle Properties Inc,NYSE,10030748587.86
EQR,Equity Residential,NYSE,27241920834.52
ESNT,Essent Group Ltd,NYSE,4176255292.93
ESS,Essex Property Trust Inc,NYSE,18623712334.5
EL,Estee Lauder Companies Inc (The),NYSE,56355798216.44
ESL,Esterline Technologies Corporation,NYSE,3621593981.06
EVR,Evercore Inc,NYSE,3611287428.7
RE,Everest Re Group Ltd,NYSE,8817574408.38
EVRG,Evergy Inc,NYSE,14198170640.08
ES,Eversource Energy,NYSE,22080603101.44
EXC,Exelon Corporation,NYSE,47304206611.74
EXR,Extra Space Storage Inc,NYSE,12355592507.06
XOM,Exxon Mobil Corporation,NYSE,334591740073.31
FNB,FNB Corporation,NYSE,3760877880.14
FDS,FactSet Research Systems Inc,NYSE,8789997117
FICO,Fair Isaac Corporation,NYSE,7139887211.2
FTCH,Farfetch Limited,NYSE,7910830483.4
FRT,Federal Realty Investment Trust,NYSE,9803643545.83
FDX,FedEx Corporation,NYSE,44842073902.5
RACE,Ferrari NV,NYSE,31500015746.4
FCAU,Fiat Chrysler Automobiles NV,NYSE,28178463165.4
FNF,Fidelity National Financial Inc,NYSE,9710933540.2
FIS,Fidelity National Information Services Inc,NYSE,34135934934.64
FAF,First American Corporation (The),NYSE,5601679200.75
FDC,First Data Corporation,NYSE,23657787591.04
FHN,First Horizon National Corporation,NYSE,4724437590
FR,First Industrial Realty Trust Inc,NYSE,4300403343.44
FRC,FIRST REPUBLIC BANK,NYSE,16761507858.56
FE,FirstEnergy Corp,NYSE,21677922435.75
FLT,FleetCor Technologies Inc,NYSE,19557286270.08
FND,Floor & Decor Holdings Inc,NYSE,3837372403.08
FLO,Flowers Foods Inc,NYSE,4289716170
FLS,Flowserve Corporation,NYSE,5625718905.1
FLR,Fluor Corporation,NYSE,5097370993.88
FMC,FMC Corporation,NYSE,10255793533.42
FMX,Fomento Economico Mexicano SAB de CV,NYSE,155885427452.55
FL,Foot Locker Inc,NYSE,6782443336.16
F,Ford Motor Company,NYSE,33499405625.54
FTS,Fortis Inc,NYSE,15390299723.2
FTV,Fortive Corporation,NYSE,26904351294
FBHS,Fortune Brands Home & Security Inc,NYSE,6494782921.95
FNV,Franco-Nevada Corporation,NYSE,14439082666.2
BEN,Franklin Resources Inc,NYSE,15962962273.18
FCX,Freeport-McMoran Inc,NYSE,17519121919.65
FMS,Fresenius Medical Care Corporation,NYSE,22960664408.82
FSK,FS KKR Capital Corp,NYSE,3390834354.82
GPS,Gap Inc (The),NYSE,9801540000
GDI,Gardner Denver Holdings Inc,NYSE,5210781969.6
IT,Gartner Inc,NYSE,12671782851.25
GTES,Gates Industrial Corporation plc,NYSE,4388948710.48
GD,General Dynamics Corporation,NYSE,47887517077.92
GE,General Electric Company,NYSE,83394667358
GIS,General Mills Inc,NYSE,27784629575.52
GM,General Motors Company,NYSE,53546104398.74
GWR,Genesee & Wyoming Inc,NYSE,4560336307.8
G,Genpact Limited,NYSE,6332299534.67
GPC,Genuine Parts Company,NYSE,15461282464.1
GGB,Gerdau SA,NYSE,6502158026.38
GIL,Gildan Activewear Inc,NYSE,7308271619.95
GSK,GlaxoSmithKline PLC,NYSE,99596345470.36
GPN,Global Payments Inc,NYSE,20538862577.28
GMED,Globus Medical Inc,NYSE,4561735528
GDDY,GoDaddy Inc,NYSE,12822048122.56
GOL,Gol Linhas Aereas Inteligentes SA,NYSE,22007885110.16
GG,Goldcorp Inc,NYSE,9299927056.48
GS,Goldman Sachs Group Inc (The),NYSE,71901476237.64
GGG,Graco Inc,NYSE,7802111006.4
EAF,GrafTech International Ltd,NYSE,3593950260.44
GHC,Graham Holdings Company,NYSE,3606359420.56
GPK,Graphic Packaging Holding Company,NYSE,3628737653.31
GRUB,GrubHub Inc,NYSE,6679353684.6
PAC,Grupo Aeroportuario Del Pacifico SA de CV,NYSE,4947459000
ASR,Grupo Aeroportuario del Sureste SA de CV,NYSE,4795800000
AVAL,Grupo Aval Acciones y Valores SA,NYSE,8399943461.78
TV,Grupo Televisa SA,NYSE,5993675636.8
GWRE,Guidewire Software Inc,NYSE,7182681089.28
HRB,H&R Block Inc,NYSE,5127918984.25
HAE,Haemonetics Corporation,NYSE,4381016223.99
HAL,Halliburton Company,NYSE,23968751869.74
HBI,Hanesbrands Inc,NYSE,6610445069.74
HOG,Harley-Davidson Inc,NYSE,6008425345.3
HRS,Harris Corporation,NYSE,19083711813.52
HIG,Hartford Financial Services Group Inc (The),NYSE,17294120992.11
HE,Hawaiian Electric Industries Inc,NYSE,4293203307.82
HCA,HCA Healthcare Inc,NYSE,42708069558
HCP,HCP Inc,NYSE,14509928229.72
HDB,HDFC Bank Limited,NYSE,94342709777.52
HR,Healthcare Realty Trust Incorporated,NYSE,3920463590.82
HTA,Healthcare Trust of America Inc,NYSE,5721292240.2
HEI,Heico Corporation,NYSE,12110682996.72
HP,Helmerich & Payne Inc,NYSE,5777695266.06
HLF,Herbalife Nutrition Ltd,NYSE,8804972851.2
HSY,Hershey Company (The),NYSE,23195741884.56
HES,Hess Corporation,NYSE,16666884410
HPE,Hewlett Packard Enterprise Company,NYSE,21494379973.22
HXL,Hexcel Corporation,NYSE,5916110311.44
HIW,Highwoods Properties Inc,NYSE,4632196977.45
HRC,Hill-Rom Holdings Inc,NYSE,6873692354.13
HLT,Hilton Worldwide Holdings Inc,NYSE,24145262935.65
HFC,HollyFrontier Corporation,NYSE,8333357668.8
HD,Home Depot Inc (The),NYSE,204704314857.42
HMC,Honda Motor Company Ltd,NYSE,47615449326.55
HON,Honeywell International Inc,NYSE,110522130065.1
HRL,Hormel Foods Corporation,NYSE,22982268498.15
HST,Host Hotels & Resorts Inc,NYSE,14283731326.59
HHC,Howard Hughes Corporation (The),NYSE,4601745721.92
HPQ,HP Inc,NYSE,28737824088.06
HSBC,HSBC Holdings plc,NYSE,163899024129.83
HNP,Huaneng Power International Inc,NYSE,9564063355.21
HUBB,Hubbell Inc,NYSE,6432079553.2
HUBS,HubSpot Inc,NYSE,6439888661.4
HPP,Hudson Pacific Properties Inc,NYSE,5134147317.21
HUM,Humana Inc,NYSE,36368534677.43
HII,Huntington Ingalls Industries Inc,NYSE,8310965789.32
HUN,Huntsman Corporation,NYSE,5449401518
HUYA,HUYA Inc,NYSE,4919660980.12
H,Hyatt Hotels Corporation,NYSE,7690392134.1
IBN,ICICI Bank Limited,NYSE,33793635378.81
IDA,IDACORP Inc,NYSE,5055466944.44
IEX,IDEX Corporation,NYSE,10835340689.44
ITW,Illinois Tool Works Inc,NYSE,46148444068.95
INFY,Infosys Limited,NYSE,45522958854.48
ING,ING Group NV,NYSE,45767316959.28
IR,Ingersoll-Rand plc (Ireland),NYSE,25258188213.3
NGVT,Ingevity Corporation,NYSE,4594725124.8
INGR,Ingredion Incorporated,NYSE,6079405859.78
NSP,Insperity Inc,NYSE,4977194137.48
ICE,Intercontinental Exchange Inc,NYSE,41216110510
IHG,Intercontinental Hotels Group,NYSE,10794180957.56
IBM,International Business Machines Corporation,NYSE,120212032523.04
IFF,International Flavors & Fragrances Inc,NYSE,13371815318.4
IP,International Paper Company,NYSE,18318807166.63
IPG,Interpublic Group of Companies Inc (The),NYSE,8564303725.75
INXN,InterXion Holding NV,NYSE,4512532080
IVZ,Invesco Plc,NYSE,7401416171.12
INVH,Invitation Homes Inc,NYSE,12216695733.04
IQV,IQVIA Holdings Inc,NYSE,27183554912.97
IRM,Iron Mountain Incorporated,NYSE,9959798872.1
ICL,Israel Chemicals Shs,NYSE,6785596079.1
ITCB,Ita? CorpBanca,NYSE,4557004110.04
ITUB,Itau Unibanco Banco Holding SA,NYSE,89433734115.2
ITT,ITT Inc,NYSE,4966068000
JPM,J P Morgan Chase & Co,NYSE,337279640195.26
SJM,JM Smucker Company (The),NYSE,11657885549.34
JBL,Jabil Inc,NYSE,4180402758.56
JEC,Jacobs Engineering Group Inc,NYSE,10031261730.7
JHX,James Hardie Industries plc,NYSE,5784811982.04
JHG,Janus Henderson Group plc,NYSE,4637305358.04
JBGS,JBG SMITH Properties,NYSE,4957701157.8
JEF,Jefferies Financial Group Inc,NYSE,5728419414.9
JNJ,Johnson & Johnson,NYSE,367672912216.74
JCI,Johnson Controls International plc,NYSE,32643535842.84
JLL,Jones Lang LaSalle Incorporated,NYSE,7335048404.66
JNPR,Juniper Networks Inc,NYSE,8938127997.4
KSU,Kansas City Southern,NYSE,11234795071.5
KAR,KAR Auction Services Inc,NYSE,6363302513.4
KB,KB Financial Group Inc,NYSE,14648758927.78
K,Kellogg Company,NYSE,18762892322.24
KMPR,Kemper Corporation,NYSE,5119735381.64
KDP,Keurig Dr Pepper Inc,NYSE,37120552154.4
KEY,KeyCorp,NYSE,16917370751.97
KEYS,Keysight Technologies Inc,NYSE,15781721000
KRC,Kilroy Realty Corporation,NYSE,7466304069
KMB,Kimberly-Clark Corporation,NYSE,39912737284.4
KIM,Kimco Realty Corporation,NYSE,7298405035.04
KMI,Kinder Morgan Inc,NYSE,44661941146.87
KGC,Kinross Gold Corporation,NYSE,4201044808.8
KEX,Kirby Corporation,NYSE,4263698750
KL,Kirkland Lake Gold Ltd,NYSE,7329953761.9
KKR,KKR & Co Inc,NYSE,18641201729.32
KNX,Knight Transportation Inc,NYSE,5615868536.94
KSS,Kohl&#39;s Corporation,NYSE,11190817472.67
PHG,Koninklijke Philips NV,NYSE,35863441733.01
KEP,Korea Electric Power Corporation,NYSE,19695457882.36
KR,Kroger Company (The),NYSE,19520772066.45
KT,KT Corporation,NYSE,6486530561.28
LB,L Brands Inc,NYSE,7122986068.77
LLL,L3 Technologies Inc,NYSE,16529251529.7
LH,Laboratory Corporation of America Holdings,NYSE,14445886000
LW,Lamb Weston Holdings Inc,NYSE,10255907930.43
LVS,Las Vegas Sands Corp,NYSE,46689131214.96
LTM,LATAM Airlines Group SA,NYSE,6773573930.81
LAZ,Lazard Ltd,NYSE,3934785382.99
LEA,Lear Corporation,NYSE,9065360909.19
LEG,Leggett & Platt Incorporated,NYSE,5810404471.3
LDOS,Leidos Holdings Inc,NYSE,9126285909.16
LEN,Lennar Corporation,NYSE,15449928604.89
LII,Lennox International Inc,NYSE,9733951848.26
LPL,LG Display Co Ltd,NYSE,6741247788
LPT,Liberty Property Trust,NYSE,7122437586.32
LSI,Life Storage Inc,NYSE,4424977187.67
LNC,Lincoln National Corporation,NYSE,12292358668.04
LIN,Linde plc,NYSE,94583664504.56
LN,LINE Corporation,NYSE,8404693712.48
LYV,Live Nation Entertainment Inc,NYSE,12820503097.75
RAMP,LiveRamp Holdings Inc,NYSE,4001567097.45
LYG,Lloyds Banking Group Plc,NYSE,56901584643.31
LMT,Lockheed Martin Corporation,NYSE,85037194607.3
L,Loews Corporation,NYSE,14589056000
LPX,Louisiana-Pacific Corporation,NYSE,3420031903.62
LOW,Lowe&#39;s Companies Inc,NYSE,79757719505.31
LYB,LyondellBasell Industries NV,NYSE,32342620805.72
MTB,M&T Bank Corporation,NYSE,23250250499.52
MAC,Macerich Company (The),NYSE,5928774306
MIC,Macquarie Infrastructure Corporation ,NYSE,3407797331.19
M,Macy&#39;s Inc,NYSE,7099418571.6
MMP,Magellan Midstream Partners LP,NYSE,13681365337.2
MGA,Magna International Inc,NYSE,16259747200.04
MAN,ManpowerGroup,NYSE,4845709026.75
MFC,Manulife Financial Corp,NYSE,32487009673.24
MRO,Marathon Oil Corporation,NYSE,13317067547.93
MPC,Marathon Petroleum Corporation,NYSE,38733103425
MKL,Markel Corporation,NYSE,13285074171.04
VAC,Marriot Vacations Worldwide Corporation,NYSE,4447497087.7
MMC,Marsh & McLennan Companies Inc,NYSE,45247662428.4
MLM,Martin Marietta Materials Inc,NYSE,12263232543.64
MAS,Masco Corporation,NYSE,11555885700
MTZ,MasTec Inc,NYSE,3498798435.6
MA,Mastercard Incorporated,NYSE,246028115267
MMS,Maximus Inc,NYSE,4443529167.7
MKC,McCormick & Company Incorporated,NYSE,18110919170.05
MCD,McDonald&#39;s Corporation,NYSE,137374461094
MCK,McKesson Corporation,NYSE,21457574925.92
MDU,MDU Resources Group Inc,NYSE,5098399124
MPW,Medical Properties Trust Inc,NYSE,6686291480
MDT,Medtronic plc,NYSE,121400985804.4
MRK,Merck & Company Inc,NYSE,205981380578.4
MET,MetLife Inc,NYSE,42273080382.72
MTD,Mettler-Toledo International Inc,NYSE,16884316635.15
MTG,MGIC Investment Corporation,NYSE,4552144435.2
MGP,MGM Growth Properties LLC,NYSE,8450764601.51
MGM,MGM Resorts International,NYSE,14228290138.5
MFGP,Micro Focus Intl PLC,NYSE,9933976621
MAA,Mid-America Apartment Communities Inc,NYSE,12006108802.8
MUFG,Mitsubishi UFJ Financial Group Inc,NYSE,65387901379.24
MFG,Mizuho Financial Group Inc,NYSE,38164262392.41
MBT,Mobile TeleSystems OJSC,NYSE,7126225034.04
MHK,Mohawk Industries Inc,NYSE,9550691195.76
MOH,Molina Healthcare Inc,NYSE,8279073000
TAP,Molson Coors Brewing  Company,NYSE,9676909841.25
MCO,Moody&#39;s Corporation,NYSE,32458540000
MS,Morgan Stanley,NYSE,70675453771.12
MOS,Mosaic Company (The),NYSE,10800871781.7
MSI,Motorola Solutions Inc,NYSE,22753528338.8
MPLX,MPLX LP,NYSE,26421664872.96
MSA,MSA Safety Incorporporated,NYSE,3940420657.95
MSM,MSC Industrial Direct Company Inc,NYSE,4585499909.52
MSCI,MSCI Inc,NYSE,15383941939.8
MUR,Murphy Oil Corporation,NYSE,5018706041
NFG,National Fuel Gas Company,NYSE,5168083348
NGG,National Grid Transco PLC,NYSE,39025252606.24
NOV,National Oilwell Varco Inc,NYSE,9919420661.02
NNN,National Retail Properties,NYSE,8428399560
SID,National Steel Company,NYSE,4954611223.73
EDU,New Oriental Education & Technology Group Inc,NYSE,12510439288.2
NEWR,New Relic Inc,NYSE,5767263420.96
NRZ,New Residential Investment Corp,NYSE,6046391676.78
NYCB,New York Community Bancorp Inc,NYSE,5786617300.88
NYT,New York Times Company (The),NYSE,5531662577.96
NJR,NewJersey Resources Corporation,NYSE,4389794833.85
NEU,NewMarket Corporation,NYSE,4970099986.54
NEM,Newmont Mining Corporation,NYSE,17956286990.95
NEE,NextEra Energy Inc,NYSE,90230208193.5
NLSN,Nielsen NV,NYSE,9252289913.19
